[2025-07-25T20:28:46.038+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-07-25T20:28:46.180+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: sample_ETL.load_order_and_delivery_data manual__2025-07-25T20:28:28.526110+00:00 [queued]>
[2025-07-25T20:28:46.201+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: sample_ETL.load_order_and_delivery_data manual__2025-07-25T20:28:28.526110+00:00 [queued]>
[2025-07-25T20:28:46.202+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 1
[2025-07-25T20:28:46.253+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): load_order_and_delivery_data> on 2025-07-25 20:28:28.526110+00:00
[2025-07-25T20:28:46.271+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:61 DeprecationWarning: This process (pid=210) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-07-25T20:28:46.274+0000] {standard_task_runner.py:63} INFO - Started process 211 to run task
[2025-07-25T20:28:46.270+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'sample_ETL', 'load_order_and_delivery_data', 'manual__2025-07-25T20:28:28.526110+00:00', '--job-id', '49', '--raw', '--subdir', 'DAGS_FOLDER/sample_ETL.py', '--cfg-path', '/tmp/tmpu130kmxv']
[2025-07-25T20:28:46.276+0000] {standard_task_runner.py:91} INFO - Job 49: Subtask load_order_and_delivery_data
[2025-07-25T20:28:46.462+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.12/site-packages/***/settings.py:195 DeprecationWarning: The sql_alchemy_conn option in [core] has been moved to the sql_alchemy_conn option in [database] - the old setting has been used, but please update your config.
[2025-07-25T20:28:46.710+0000] {task_command.py:426} INFO - Running <TaskInstance: sample_ETL.load_order_and_delivery_data manual__2025-07-25T20:28:28.526110+00:00 [running]> on host 7047ecb2cc6a
[2025-07-25T20:28:47.217+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='sample_ETL' AIRFLOW_CTX_TASK_ID='load_order_and_delivery_data' AIRFLOW_CTX_EXECUTION_DATE='2025-07-25T20:28:28.526110+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2025-07-25T20:28:28.526110+00:00'
[2025-07-25T20:28:47.220+0000] {taskinstance.py:430} INFO - ::endgroup::
[2025-07-25T20:28:47.257+0000] {logging_mixin.py:188} INFO - 🚀 Starting load_order_and_delivery_data
[2025-07-25T20:28:47.617+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka:9092 <connecting> [IPv4 ('172.18.0.9', 9092)]>: connecting to kafka:9092 [('172.18.0.9', 9092) IPv4]
[2025-07-25T20:28:48.663+0000] {client_async.py:794} WARNING - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka:9092 <checking_api_versions_recv> [IPv4 ('172.18.0.9', 9092)]> timed out after 1000.0 ms. Closing connection.
[2025-07-25T20:28:48.664+0000] {conn.py:945} ERROR - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka:9092 <checking_api_versions_recv> [IPv4 ('172.18.0.9', 9092)]>: Closing connection. [Error 7] RequestTimedOutError: Request timed out after 1000.0 ms
[2025-07-25T20:28:48.674+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka:9092 <connecting> [IPv4 ('172.18.0.9', 9092)]>: connecting to kafka:9092 [('172.18.0.9', 9092) IPv4]
[2025-07-25T20:28:48.866+0000] {conn.py:618} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka:9092 <checking_api_versions_recv> [IPv4 ('172.18.0.9', 9092)]>: Broker version identified as 2.6
[2025-07-25T20:28:48.867+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka:9092 <connected> [IPv4 ('172.18.0.9', 9092)]>: Connection complete.
[2025-07-25T20:28:49.238+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=1 host=kafka:9092 <connecting> [IPv4 ('172.18.0.9', 9092)]>: connecting to kafka:9092 [('172.18.0.9', 9092) IPv4]
[2025-07-25T20:28:49.240+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=1 host=kafka:9092 <connected> [IPv4 ('172.18.0.9', 9092)]>: Connection complete.
[2025-07-25T20:28:49.241+0000] {conn.py:945} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka:9092 <connected> [IPv4 ('172.18.0.9', 9092)]>: Closing connection. 
[2025-07-25T20:28:50.221+0000] {cluster.py:313} WARNING - Topic orders_topic is not available during auto-create initialization
[2025-07-25T20:28:50.347+0000] {cluster.py:313} WARNING - Topic orders_topic is not available during auto-create initialization
[2025-07-25T20:28:50.461+0000] {cluster.py:313} WARNING - Topic orders_topic is not available during auto-create initialization
[2025-07-25T20:28:50.580+0000] {cluster.py:313} WARNING - Topic orders_topic is not available during auto-create initialization
[2025-07-25T20:28:50.692+0000] {cluster.py:313} WARNING - Topic orders_topic is not available during auto-create initialization
[2025-07-25T20:28:50.806+0000] {cluster.py:313} WARNING - Topic orders_topic is not available during auto-create initialization
[2025-07-25T20:28:50.919+0000] {cluster.py:313} WARNING - Topic orders_topic is not available during auto-create initialization
[2025-07-25T20:28:51.032+0000] {cluster.py:313} WARNING - Topic orders_topic is not available during auto-create initialization
[2025-07-25T20:28:51.145+0000] {cluster.py:313} WARNING - Topic orders_topic is not available during auto-create initialization
[2025-07-25T20:28:51.262+0000] {cluster.py:313} WARNING - Topic orders_topic is not available during auto-create initialization
[2025-07-25T20:28:51.378+0000] {cluster.py:313} WARNING - Topic orders_topic is not available during auto-create initialization
[2025-07-25T20:28:51.492+0000] {cluster.py:313} WARNING - Topic orders_topic is not available during auto-create initialization
[2025-07-25T20:28:51.606+0000] {cluster.py:313} WARNING - Topic orders_topic is not available during auto-create initialization
[2025-07-25T20:28:51.731+0000] {cluster.py:313} WARNING - Topic orders_topic is not available during auto-create initialization
[2025-07-25T20:28:51.842+0000] {cluster.py:313} WARNING - Topic orders_topic is not available during auto-create initialization
[2025-07-25T20:28:51.961+0000] {cluster.py:313} WARNING - Topic orders_topic is not available during auto-create initialization
[2025-07-25T20:28:52.080+0000] {cluster.py:313} WARNING - Topic orders_topic is not available during auto-create initialization
[2025-07-25T20:28:52.192+0000] {cluster.py:313} WARNING - Topic orders_topic is not available during auto-create initialization
[2025-07-25T20:28:52.308+0000] {cluster.py:313} WARNING - Topic orders_topic is not available during auto-create initialization
[2025-07-25T20:28:52.425+0000] {cluster.py:313} WARNING - Topic orders_topic is not available during auto-create initialization
[2025-07-25T20:28:53.268+0000] {logging_mixin.py:188} INFO - ✅ Produced 126 records to topic 'orders_topic'
[2025-07-25T20:28:53.269+0000] {logging_mixin.py:188} INFO - ✅ orders producer completed
[2025-07-25T20:28:53.338+0000] {cluster.py:313} WARNING - Topic delivery_topic is not available during auto-create initialization
[2025-07-25T20:28:53.481+0000] {cluster.py:313} WARNING - Topic delivery_topic is not available during auto-create initialization
[2025-07-25T20:28:53.653+0000] {logging_mixin.py:188} INFO - ✅ Produced 126 records to topic 'delivery_topic'
[2025-07-25T20:28:53.654+0000] {logging_mixin.py:188} INFO - ✅ delivery producer completed
[2025-07-25T20:28:58.658+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-2.2.15, node_id=bootstrap-0 host=kafka:9092 <connecting> [IPv4 ('172.18.0.9', 9092)]>: connecting to kafka:9092 [('172.18.0.9', 9092) IPv4]
[2025-07-25T20:28:58.669+0000] {conn.py:618} INFO - <BrokerConnection client_id=kafka-python-2.2.15, node_id=bootstrap-0 host=kafka:9092 <checking_api_versions_recv> [IPv4 ('172.18.0.9', 9092)]>: Broker version identified as 2.6
[2025-07-25T20:28:58.670+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-2.2.15, node_id=bootstrap-0 host=kafka:9092 <connected> [IPv4 ('172.18.0.9', 9092)]>: Connection complete.
[2025-07-25T20:28:58.671+0000] {subscription_state.py:181} INFO - Updating subscribed topics to: ('orders_topic',)
[2025-07-25T20:28:58.728+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-2.2.15, node_id=1 host=kafka:9092 <connecting> [IPv4 ('172.18.0.9', 9092)]>: connecting to kafka:9092 [('172.18.0.9', 9092) IPv4]
[2025-07-25T20:28:58.729+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-2.2.15, node_id=1 host=kafka:9092 <connected> [IPv4 ('172.18.0.9', 9092)]>: Connection complete.
[2025-07-25T20:28:58.730+0000] {conn.py:945} INFO - <BrokerConnection client_id=kafka-python-2.2.15, node_id=bootstrap-0 host=kafka:9092 <connected> [IPv4 ('172.18.0.9', 9092)]>: Closing connection. 
[2025-07-25T20:29:03.200+0000] {cluster.py:401} INFO - Coordinator for group/etl_group is ('coordinator-1', 'kafka', 9092, None)
[2025-07-25T20:29:03.201+0000] {base.py:788} INFO - Discovered coordinator coordinator-1 for group etl_group
[2025-07-25T20:29:03.203+0000] {base.py:848} INFO - Starting new heartbeat thread
[2025-07-25T20:29:03.206+0000] {consumer.py:365} INFO - Revoking previously assigned partitions () for group etl_group
[2025-07-25T20:29:03.207+0000] {base.py:419} INFO - Failed to join group etl_group: NodeNotReadyError: coordinator-1
[2025-07-25T20:29:03.211+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-2.2.15, node_id=coordinator-1 host=kafka:9092 <connecting> [IPv4 ('172.18.0.9', 9092)]>: connecting to kafka:9092 [('172.18.0.9', 9092) IPv4]
[2025-07-25T20:29:03.213+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-2.2.15, node_id=coordinator-1 host=kafka:9092 <connected> [IPv4 ('172.18.0.9', 9092)]>: Connection complete.
[2025-07-25T20:29:03.316+0000] {base.py:532} INFO - (Re-)joining group etl_group
[2025-07-25T20:29:03.468+0000] {base.py:637} INFO - Received member id kafka-python-2.2.15-f4cdf58f-bba1-4176-9441-70582c270a60 for group etl_group; will retry join-group
[2025-07-25T20:29:03.470+0000] {base.py:419} INFO - Failed to join group etl_group: [Error 79] MemberIdRequiredError
[2025-07-25T20:29:03.471+0000] {base.py:532} INFO - (Re-)joining group etl_group
[2025-07-25T20:29:06.593+0000] {base.py:594} INFO - Successfully joined group etl_group <Generation 1 (member_id: kafka-python-2.2.15-f4cdf58f-bba1-4176-9441-70582c270a60, protocol: range)>
[2025-07-25T20:29:06.594+0000] {base.py:596} INFO - Elected group leader -- performing partition assignments using range
[2025-07-25T20:29:06.688+0000] {subscription_state.py:254} INFO - Updated partition assignment: [('orders_topic', 0)]
[2025-07-25T20:29:06.693+0000] {consumer.py:249} INFO - Setting newly assigned partitions (('orders_topic', 0),) for group etl_group
[2025-07-25T20:29:06.752+0000] {fetcher.py:418} INFO - Resetting offset for partition ('orders_topic', 0) to offset 0.
[2025-07-25T20:29:06.902+0000] {logging_mixin.py:188} INFO - ❌ Insert error for record ['sysrundate', 'order_id', 'product_id', 'inventory_source', 'quantity', 'price', 'customer_id', 'order_ts', 'sameday_order_status']: 1292 (22007): Incorrect date value: 'sysrundate' for column 'sysrundate' at row 1
[2025-07-25T20:29:06.905+0000] {logging_mixin.py:188} INFO - ❌ Insert error for record ['----------', '--------', '----------', '----------------', '--------', '-----', '-----------', '-------------------', '--------------------']: 1292 (22007): Incorrect date value: '----------' for column 'sysrundate' at row 1
[2025-07-25T20:29:06.906+0000] {logging_mixin.py:188} INFO - ❌ Insert error for record ['2025-07-06', '1,002', 'P135', 'WH3', '4', '419', 'U221', '2025-07-06 16:27:00', 'Processing']: 1265 (01000): Data truncated for column 'order_id' at row 1
[2025-07-25T20:29:06.907+0000] {logging_mixin.py:188} INFO - ❌ Insert error for record ['2025-07-06', '1,040', 'P154', 'WH5', '6', '962', 'U464', '2025-07-06 07:00:00', 'Complete']: 1265 (01000): Data truncated for column 'order_id' at row 1
[2025-07-25T20:29:06.909+0000] {logging_mixin.py:188} INFO - ❌ Insert error for record ['2025-07-06', '1,163', 'P126', 'WH1', '2', '539', 'U927', '2025-07-06 09:48:00', 'Cancelled']: 1265 (01000): Data truncated for column 'order_id' at row 1
[2025-07-25T20:29:06.910+0000] {logging_mixin.py:188} INFO - ❌ Insert error for record ['2025-07-06', '1,180', 'P166', 'WH4', '6', '518', 'U297', '2025-07-06 13:05:00', 'Cancelled']: 1265 (01000): Data truncated for column 'order_id' at row 1
[2025-07-25T20:29:06.911+0000] {logging_mixin.py:188} INFO - ❌ Insert error for record ['2025-07-06', '1,184', 'P110', 'WH1', '6', '929', 'U355', '2025-07-06 13:16:00', 'Complete']: 1265 (01000): Data truncated for column 'order_id' at row 1
[2025-07-25T20:29:06.913+0000] {logging_mixin.py:188} INFO - ❌ Insert error for record ['2025-07-06', '1,250', 'P161', 'WH3', '7', '458', 'U974', '2025-07-06 06:33:00', 'Complete']: 1265 (01000): Data truncated for column 'order_id' at row 1
[2025-07-25T20:29:06.914+0000] {logging_mixin.py:188} INFO - ❌ Insert error for record ['2025-07-06', '1,257', 'P193', 'WH2', '1', '889', 'U993', '2025-07-06 16:38:00', 'Complete']: 1265 (01000): Data truncated for column 'order_id' at row 1
[2025-07-25T20:29:06.915+0000] {logging_mixin.py:188} INFO - ❌ Insert error for record ['2025-07-06', '1,265', 'P190', 'WH4', '2', '618', 'U939', '2025-07-06 00:17:00', 'Complete']: 1265 (01000): Data truncated for column 'order_id' at row 1
[2025-07-25T20:29:06.917+0000] {logging_mixin.py:188} INFO - ❌ Insert error for record ['2025-07-06', '1,291', 'P122', 'WH2', '2', '334', 'U223', '2025-07-06 00:57:00', 'Complete']: 1265 (01000): Data truncated for column 'order_id' at row 1
[2025-07-25T20:29:06.918+0000] {logging_mixin.py:188} INFO - ❌ Insert error for record ['2025-07-06', '1,409', 'P108', 'WH1', '10', '328', 'U570', '2025-07-06 08:47:00', 'Cancelled']: 1265 (01000): Data truncated for column 'order_id' at row 1
[2025-07-25T20:29:06.919+0000] {logging_mixin.py:188} INFO - ❌ Insert error for record ['2025-07-06', '1,418', 'P199', 'WH1', '1', '480', 'U450', '2025-07-06 18:34:00', 'Shipped']: 1265 (01000): Data truncated for column 'order_id' at row 1
[2025-07-25T20:29:06.920+0000] {logging_mixin.py:188} INFO - ❌ Insert error for record ['2025-07-06', '1,434', 'P138', 'WH4', '3', '900', 'U759', '2025-07-06 10:59:00', 'Complete']: 1265 (01000): Data truncated for column 'order_id' at row 1
[2025-07-25T20:29:06.922+0000] {logging_mixin.py:188} INFO - ❌ Insert error for record ['2025-07-06', '1,442', 'P144', 'WH5', '7', '272', 'U758', '2025-07-06 02:48:00', 'Processing']: 1265 (01000): Data truncated for column 'order_id' at row 1
[2025-07-25T20:29:06.923+0000] {logging_mixin.py:188} INFO - ❌ Insert error for record ['2025-07-06', '1,508', 'P130', 'WH5', '3', '475', 'U915', '2025-07-06 01:52:00', 'Processing']: 1265 (01000): Data truncated for column 'order_id' at row 1
[2025-07-25T20:29:06.925+0000] {logging_mixin.py:188} INFO - ❌ Insert error for record ['2025-07-06', '1,542', 'P185', 'WH2', '9', '797', 'U993', '2025-07-06 04:23:00', 'Shipped']: 1265 (01000): Data truncated for column 'order_id' at row 1
[2025-07-25T20:29:06.926+0000] {logging_mixin.py:188} INFO - ❌ Insert error for record ['2025-07-06', '1,551', 'P130', 'WH5', '3', '475', 'U232', '2025-07-06 14:54:00', 'Processing']: 1265 (01000): Data truncated for column 'order_id' at row 1
[2025-07-25T20:29:06.927+0000] {logging_mixin.py:188} INFO - ❌ Insert error for record ['2025-07-06', '1,571', 'P112', 'WH4', '9', '442', 'U611', '2025-07-06 05:35:00', 'Processing']: 1265 (01000): Data truncated for column 'order_id' at row 1
[2025-07-25T20:29:06.928+0000] {logging_mixin.py:188} INFO - ❌ Insert error for record ['2025-07-06', '1,574', 'P188', 'WH1', '3', '491', 'U698', '2025-07-06 10:14:00', 'Cancelled']: 1265 (01000): Data truncated for column 'order_id' at row 1
[2025-07-25T20:29:06.930+0000] {logging_mixin.py:188} INFO - ❌ Insert error for record ['2025-07-06', '1,613', 'P145', 'WH3', '9', '873', 'U763', '2025-07-06 00:18:00', 'Complete']: 1265 (01000): Data truncated for column 'order_id' at row 1
[2025-07-25T20:29:06.931+0000] {logging_mixin.py:188} INFO - ❌ Insert error for record ['2025-07-06', '1,654', 'P173', 'WH1', '9', '948', 'U472', '2025-07-06 12:25:00', 'Complete']: 1265 (01000): Data truncated for column 'order_id' at row 1
[2025-07-25T20:29:06.933+0000] {logging_mixin.py:188} INFO - ❌ Insert error for record ['2025-07-06', '1,657', 'P157', 'WH1', '2', '736', 'U642', '2025-07-06 15:38:00', 'Complete']: 1265 (01000): Data truncated for column 'order_id' at row 1
[2025-07-25T20:29:06.934+0000] {logging_mixin.py:188} INFO - ❌ Insert error for record ['2025-07-06', '1,778', 'P191', 'WH4', '3', '960', 'U627', '2025-07-06 04:44:00', 'Processing']: 1265 (01000): Data truncated for column 'order_id' at row 1
[2025-07-25T20:29:06.936+0000] {logging_mixin.py:188} INFO - ❌ Insert error for record ['2025-07-06', '1,910', 'P174', 'WH4', '2', '597', 'U867', '2025-07-06 12:03:00', 'Complete']: 1265 (01000): Data truncated for column 'order_id' at row 1
[2025-07-25T20:29:06.937+0000] {logging_mixin.py:188} INFO - ❌ Insert error for record ['2025-07-06', '1,945', 'P175', 'WH3', '3', '968', 'U376', '2025-07-06 01:13:00', 'Processing']: 1265 (01000): Data truncated for column 'order_id' at row 1
[2025-07-25T20:29:06.938+0000] {logging_mixin.py:188} INFO - ❌ Insert error for record ['2025-07-06', '1,979', 'P176', 'WH5', '2', '132', 'U689', '2025-07-06 04:50:00', 'Processing']: 1265 (01000): Data truncated for column 'order_id' at row 1
[2025-07-25T20:29:06.940+0000] {logging_mixin.py:188} INFO - ❌ Insert error for record ['2025-07-06', '1,982', 'P194', 'WH2', '5', '675', 'U626', '2025-07-06 02:58:00', 'Processing']: 1265 (01000): Data truncated for column 'order_id' at row 1
[2025-07-25T20:29:06.941+0000] {logging_mixin.py:188} INFO - ❌ Insert error for record ['2025-07-06', '2,019', 'P118', 'WH3', '5', '701', 'U683', '2025-07-06 06:41:00', 'Cancelled']: 1265 (01000): Data truncated for column 'order_id' at row 1
[2025-07-25T20:29:06.942+0000] {logging_mixin.py:188} INFO - ❌ Insert error for record ['2025-07-06', '2,162', 'P139', 'WH1', '8', '156', 'U341', '2025-07-06 07:59:00', 'Processing']: 1265 (01000): Data truncated for column 'order_id' at row 1
[2025-07-25T20:29:06.944+0000] {logging_mixin.py:188} INFO - ❌ Insert error for record ['2025-07-06', '2,191', 'P138', 'WH4', '3', '900', 'U216', '2025-07-06 13:30:00', 'Processing']: 1265 (01000): Data truncated for column 'order_id' at row 1
[2025-07-25T20:29:06.945+0000] {logging_mixin.py:188} INFO - ❌ Insert error for record ['2025-07-06', '2,275', 'P168', 'WH3', '1', '793', 'U900', '2025-07-06 14:51:00', 'Shipped']: 1265 (01000): Data truncated for column 'order_id' at row 1
[2025-07-25T20:29:06.946+0000] {logging_mixin.py:188} INFO - ❌ Insert error for record ['2025-07-06', '2,310', 'P180', 'WH2', '1', '395', 'U347', '2025-07-06 15:16:00', 'Complete']: 1265 (01000): Data truncated for column 'order_id' at row 1
[2025-07-25T20:29:06.947+0000] {logging_mixin.py:188} INFO - ❌ Insert error for record ['2025-07-06', '2,350', 'P199', 'WH1', '1', '480', 'U187', '2025-07-06 10:06:00', 'Shipped']: 1265 (01000): Data truncated for column 'order_id' at row 1
[2025-07-25T20:29:06.949+0000] {logging_mixin.py:188} INFO - ❌ Insert error for record ['2025-07-06', '2,381', 'P187', 'WH5', '10', '848', 'U884', '2025-07-06 05:31:00', 'Complete']: 1265 (01000): Data truncated for column 'order_id' at row 1
[2025-07-25T20:29:06.950+0000] {logging_mixin.py:188} INFO - ❌ Insert error for record ['2025-07-06', '2,424', 'P100', 'WH4', '2', '490', 'U449', '2025-07-06 16:16:00', 'Processing']: 1265 (01000): Data truncated for column 'order_id' at row 1
[2025-07-25T20:29:06.951+0000] {logging_mixin.py:188} INFO - ❌ Insert error for record ['2025-07-06', '2,438', 'P114', 'WH2', '4', '113', 'U562', '2025-07-06 11:11:00', 'Cancelled']: 1265 (01000): Data truncated for column 'order_id' at row 1
[2025-07-25T20:29:06.952+0000] {logging_mixin.py:188} INFO - ❌ Insert error for record ['2025-07-06', '2,442', 'P168', 'WH3', '1', '793', 'U163', '2025-07-06 16:30:00', 'Cancelled']: 1265 (01000): Data truncated for column 'order_id' at row 1
[2025-07-25T20:29:06.954+0000] {logging_mixin.py:188} INFO - ❌ Insert error for record ['2025-07-06', '2,445', 'P115', 'WH4', '2', '653', 'U199', '2025-07-06 13:28:00', 'Cancelled']: 1265 (01000): Data truncated for column 'order_id' at row 1
[2025-07-25T20:29:06.955+0000] {logging_mixin.py:188} INFO - ❌ Insert error for record ['2025-07-06', '2,475', 'P106', 'WH3', '9', '758', 'U776', '2025-07-06 16:17:00', 'Cancelled']: 1265 (01000): Data truncated for column 'order_id' at row 1
[2025-07-25T20:29:06.956+0000] {logging_mixin.py:188} INFO - ❌ Insert error for record ['2025-07-06', '2,485', 'P138', 'WH4', '3', '900', 'U892', '2025-07-06 09:45:00', 'Shipped']: 1265 (01000): Data truncated for column 'order_id' at row 1
[2025-07-25T20:29:06.958+0000] {logging_mixin.py:188} INFO - ❌ Insert error for record ['2025-07-06', '2,492', 'P152', 'WH2', '1', '436', 'U717', '2025-07-06 12:45:00', 'Complete']: 1265 (01000): Data truncated for column 'order_id' at row 1
[2025-07-25T20:29:06.959+0000] {logging_mixin.py:188} INFO - ❌ Insert error for record ['2025-07-06', '2,522', 'P167', 'WH3', '1', '878', 'U225', '2025-07-06 12:34:00', 'Shipped']: 1265 (01000): Data truncated for column 'order_id' at row 1
[2025-07-25T20:29:06.960+0000] {logging_mixin.py:188} INFO - ❌ Insert error for record ['2025-07-06', '2,534', 'P131', 'WH5', '3', '736', 'U284', '2025-07-06 13:55:00', 'Cancelled']: 1265 (01000): Data truncated for column 'order_id' at row 1
[2025-07-25T20:29:06.961+0000] {logging_mixin.py:188} INFO - ❌ Insert error for record ['2025-07-06', '2,584', 'P186', 'WH3', '9', '563', 'U784', '2025-07-06 10:51:00', 'Processing']: 1265 (01000): Data truncated for column 'order_id' at row 1
[2025-07-25T20:29:06.963+0000] {logging_mixin.py:188} INFO - ❌ Insert error for record ['2025-07-06', '2,597', 'P180', 'WH2', '1', '395', 'U887', '2025-07-06 00:34:00', 'Complete']: 1265 (01000): Data truncated for column 'order_id' at row 1
[2025-07-25T20:29:06.964+0000] {logging_mixin.py:188} INFO - ❌ Insert error for record ['2025-07-06', '2,599', 'P143', 'WH1', '3', '300', 'U804', '2025-07-06 10:04:00', 'Processing']: 1265 (01000): Data truncated for column 'order_id' at row 1
[2025-07-25T20:29:06.965+0000] {logging_mixin.py:188} INFO - ❌ Insert error for record ['2025-07-06', '2,627', 'P124', 'WH5', '3', '964', 'U803', '2025-07-06 03:21:00', 'Cancelled']: 1265 (01000): Data truncated for column 'order_id' at row 1
